truck_id,fleet_id,unit_number,make,model,year,plate,vin_stub,mpg,fuel_cost_per_gallon,driver_pay_per_mile,maintenance_cost_per_mile,fixed_cost_per_month,estimated_fuel_cost_per_mile,estimated_total_cost_per_mile,odometer_miles,avg_daily_miles,status,created_at
T0313,1073,1073-313,Volvo,VNL,2012,NV-395H48,TRAVECTIO00313VIN,5.7,3.75,0.66,0.27,2084.58,0.658,1.796,347187,330,active,2025-09-11
T0314,1011,1011-314,Freightliner,Cascadia,2014,MI-754Z89,TRAVECTIO00314VIN,6.96,3.58,0.79,0.16,2041.73,0.514,1.668,438793,332,shop,2025-09-11
T0315,1009,1009-315,Freightliner,Cascadia,2012,NM-611T78,TRAVECTIO00315VIN,5.59,4.11,0.75,0.19,2901.97,0.735,1.965,533126,265,active,2025-09-11
T0316,1082,1082-316,Mack,Anthem,2019,MN-347W28,TRAVECTIO00316VIN,8.16,4.07,0.66,0.27,2852.74,0.499,1.714,543018,429,active,2025-09-11
T0317,1007,1007-317,Volvo,VNL,2011,IA-461H83,TRAVECTIO00317VIN,6.99,3.91,0.77,0.08,2680.21,0.559,1.677,315937,363,shop,2025-09-11
T0318,1099,1099-318,Peterbilt,579,2021,CO-187Q56,TRAVECTIO00318VIN,7.05,3.98,0.52,0.19,2687.59,0.565,1.544,231842,448,active,2025-09-11
T0319,1084,1084-319,International,LT,2019,MO-905Q80,TRAVECTIO00319VIN,6.72,4.15,0.9,0.23,1854.45,0.618,1.933,520025,368,active,2025-09-11
T0320,1009,1009-320,Volvo,VNL,2024,IL-144U59,TRAVECTIO00320VIN,7.26,3.75,0.95,0.23,2542.22,0.517,1.951,362447,412,active,2025-09-11
T0321,1009,1009-321,Kenworth,T680,2022,FL-465Z18,TRAVECTIO00321VIN,5.77,4.2,0.53,0.12,2380.24,0.728,1.616,416023,352,active,2025-09-11
T0322,1118,1118-322,Peterbilt,579,2022,CO-743D84,TRAVECTIO00322VIN,5.83,4.14,0.73,0.14,2300.59,0.71,1.81,575844,528,active,2025-09-11
T0323,1048,1048-323,Peterbilt,579,2011,PA-659K92,TRAVECTIO00323VIN,6.41,3.79,0.71,0.17,2396.48,0.591,1.711,538758,208,active,2025-09-11
T0324,1047,1047-324,Mack,Anthem,2018,AZ-590U33,TRAVECTIO00324VIN,7.85,4.03,0.74,0.18,2035.4,0.513,1.637,242255,514,active,2025-09-11
T0325,1096,1096-325,Freightliner,Cascadia,2022,NV-568B47,TRAVECTIO00325VIN,6.83,4.16,0.63,0.2,2580.62,0.609,1.697,417883,456,active,2025-09-11
T0326,1115,1115-326,Freightliner,Cascadia,2023,TX-142K49,TRAVECTIO00326VIN,5.1,3.97,0.8,0.2,1958.87,0.778,1.974,365084,315,standby,2025-09-11
T0327,1118,1118-327,Volvo,VNL,2024,WI-584I14,TRAVECTIO00327VIN,6.71,3.69,0.71,0.03,2536.79,0.55,1.544,405021,286,active,2025-09-11
T0328,1089,1089-328,Kenworth,T680,2016,NY-899B93,TRAVECTIO00328VIN,5.49,3.57,0.91,0.2,2243.76,0.65,1.984,377219,421,active,2025-09-11
T0329,1048,1048-329,Kenworth,T680,2012,UT-476N61,TRAVECTIO00329VIN,6.43,3.76,0.54,0.16,1738.25,0.585,1.459,468966,371,shop,2025-09-11
T0330,1009,1009-330,Volvo,VNL,2016,TN-608W73,TRAVECTIO00330VIN,6.47,3.67,0.59,0.22,2443.3,0.567,1.621,329733,312,active,2025-09-11
T0331,1092,1092-331,International,LT,2015,UT-184X64,TRAVECTIO00331VIN,5.63,3.82,0.81,0.23,2590.12,0.679,1.978,512657,280,active,2025-09-11
T0332,1067,1067-332,Volvo,VNL,2020,NM-284R47,TRAVECTIO00332VIN,6.54,3.73,0.61,0.22,2732.23,0.57,1.673,557154,544,active,2025-09-11
T0333,1051,1051-333,Freightliner,Cascadia,2012,VA-776J49,TRAVECTIO00333VIN,6.47,4.25,0.68,0.1,3112.66,0.657,1.748,224398,444,shop,2025-09-11
T0334,1112,1112-334,International,LT,2022,MI-270W66,TRAVECTIO00334VIN,5.29,3.87,0.77,0.2,2374.93,0.732,1.939,476674,495,active,2025-09-11
T0335,1011,1011-335,Volvo,VNL,2011,CA-990L88,TRAVECTIO00335VIN,6.04,3.76,0.85,0.23,1890.94,0.623,1.892,504147,486,shop,2025-09-11
T0336,1055,1055-336,Kenworth,T680,2021,UT-158C95,TRAVECTIO00336VIN,5.86,4.58,0.84,0.27,2809.3,0.782,2.173,251205,332,shop,2025-09-11
T0337,1001,1001-337,Kenworth,T680,2019,UT-867V30,TRAVECTIO00337VIN,6.21,4.25,0.84,0.25,1779.94,0.684,1.952,533424,405,active,2025-09-11
T0338,1053,1053-338,Peterbilt,579,2024,IA-794Z66,TRAVECTIO00338VIN,6.01,3.7,0.84,0.18,2699.85,0.616,1.906,399850,197,active,2025-09-11
T0339,1007,1007-339,Peterbilt,579,2012,LA-897U56,TRAVECTIO00339VIN,5.94,4.67,0.77,0.23,1687.82,0.786,1.955,299409,396,active,2025-09-11
T0340,1011,1011-340,Volvo,VNL,2020,GA-719E96,TRAVECTIO00340VIN,7.55,4.0,0.55,0.23,3347.36,0.53,1.645,429263,449,shop,2025-09-11
T0341,1011,1011-341,Kenworth,T680,2016,IN-881C83,TRAVECTIO00341VIN,7.15,3.74,0.53,0.21,2291.6,0.523,1.492,485779,437,active,2025-09-11
T0342,1075,1075-342,International,LT,2016,OH-421U45,TRAVECTIO00342VIN,7.65,4.13,0.64,0.14,2259.24,0.54,1.546,592408,509,active,2025-09-11
T0343,1088,1088-343,Freightliner,Cascadia,2011,CA-290P76,TRAVECTIO00343VIN,6.61,4.02,0.89,0.21,1838.15,0.608,1.892,682946,300,shop,2025-09-11
T0344,1069,1069-344,International,LT,2012,MS-893I67,TRAVECTIO00344VIN,6.5,4.08,0.72,0.14,2458.6,0.628,1.734,555768,444,active,2025-09-11
T0345,1116,1116-345,International,LT,2015,AZ-602G25,TRAVECTIO00345VIN,6.07,4.47,0.77,0.18,2668.08,0.736,1.953,516486,302,active,2025-09-11
T0346,1048,1048-346,Freightliner,Cascadia,2018,TN-830O21,TRAVECTIO00346VIN,6.82,3.25,0.56,0.26,2550.58,0.477,1.552,410385,360,active,2025-09-11
T0347,1035,1035-347,Mack,Anthem,2016,AZ-166R79,TRAVECTIO00347VIN,6.3,3.9,0.45,0.24,2767.41,0.619,1.586,490562,271,active,2025-09-11
T0348,1106,1106-348,Kenworth,T680,2024,TN-828W99,TRAVECTIO00348VIN,5.94,4.59,0.61,0.24,1821.8,0.773,1.805,490626,295,active,2025-09-11
T0349,1030,1030-349,Kenworth,T680,2019,LA-224G27,TRAVECTIO00349VIN,6.97,3.64,0.88,0.21,2640.33,0.522,1.876,493399,538,active,2025-09-11
T0350,1116,1116-350,Volvo,VNL,2011,PA-667S57,TRAVECTIO00350VIN,6.8,3.59,1.0,0.13,2379.79,0.528,1.896,406624,417,shop,2025-09-11
T0351,1001,1001-351,International,LT,2013,IA-188C49,TRAVECTIO00351VIN,6.76,3.66,1.03,0.19,2648.74,0.541,2.026,341511,240,shop,2025-09-11
T0352,1116,1116-352,Mack,Anthem,2022,IL-638N62,TRAVECTIO00352VIN,7.01,4.39,0.75,0.15,2390.07,0.626,1.765,318940,455,standby,2025-09-11
T0353,1003,1003-353,Freightliner,Cascadia,2013,VA-757C67,TRAVECTIO00353VIN,7.53,3.46,0.82,0.25,2835.94,0.459,1.813,288944,257,shop,2025-09-11
T0354,1112,1112-354,Mack,Anthem,2019,PA-231Y80,TRAVECTIO00354VIN,6.68,4.18,0.83,0.17,2918.54,0.626,1.918,326835,490,standby,2025-09-11
T0355,1062,1062-355,Peterbilt,579,2023,SC-543Q17,TRAVECTIO00355VIN,6.03,4.57,0.94,0.21,2086.25,0.758,2.117,433560,333,active,2025-09-11
T0356,1118,1118-356,International,LT,2013,AR-268F51,TRAVECTIO00356VIN,6.53,4.15,0.68,0.17,2230.86,0.636,1.709,459429,188,active,2025-09-11
T0357,1008,1008-357,Kenworth,T680,2019,NJ-390C42,TRAVECTIO00357VIN,7.17,3.66,0.55,0.09,1738.67,0.51,1.324,287346,316,active,2025-09-11
T0358,1067,1067-358,Mack,Anthem,2019,MS-228U48,TRAVECTIO00358VIN,8.36,3.82,0.8,0.19,2271.1,0.457,1.674,440706,272,standby,2025-09-11
T0359,1116,1116-359,International,LT,2012,MO-756F85,TRAVECTIO00359VIN,7.96,4.63,0.63,0.17,1526.94,0.582,1.535,334255,425,standby,2025-09-11
T0360,1062,1062-360,Peterbilt,579,2013,CO-739X87,TRAVECTIO00360VIN,6.22,4.76,0.78,0.23,2676.22,0.765,2.043,582708,329,active,2025-09-11
T0361,1073,1073-361,International,LT,2011,NM-984A20,TRAVECTIO00361VIN,6.15,4.03,0.77,0.1,2544.65,0.655,1.779,353661,373,active,2025-09-11
T0362,1081,1081-362,Mack,Anthem,2023,MN-371U36,TRAVECTIO00362VIN,6.74,4.69,0.81,0.25,1645.6,0.696,1.921,722573,343,standby,2025-09-11
T0363,1053,1053-363,Volvo,VNL,2020,OK-131P90,TRAVECTIO00363VIN,7.19,4.2,0.74,0.2,2278.19,0.584,1.752,146130,441,standby,2025-09-11
T0364,1073,1073-364,Kenworth,T680,2021,AR-594H97,TRAVECTIO00364VIN,6.9,3.92,0.67,0.16,3018.74,0.568,1.7,688986,305,shop,2025-09-11
T0365,1069,1069-365,Kenworth,T680,2018,AL-805B30,TRAVECTIO00365VIN,6.36,3.95,0.77,0.12,2536.29,0.621,1.765,386139,325,shop,2025-09-11
T0366,1112,1112-366,Volvo,VNL,2018,IN-308K87,TRAVECTIO00366VIN,6.74,4.15,0.54,0.23,2367.28,0.616,1.623,480308,504,active,2025-09-11
T0367,1003,1003-367,Kenworth,T680,2024,AZ-426X54,TRAVECTIO00367VIN,7.16,4.39,0.91,0.21,2386.62,0.613,1.972,438250,584,shop,2025-09-11
T0368,1034,1034-368,Peterbilt,579,2023,PA-627R23,TRAVECTIO00368VIN,7.51,4.2,0.6,0.19,1689.48,0.559,1.518,467462,324,active,2025-09-11
T0369,1115,1115-369,Peterbilt,579,2018,NC-373O41,TRAVECTIO00369VIN,6.91,4.56,0.61,0.17,2478.16,0.66,1.688,353404,345,active,2025-09-11
T0370,1111,1111-370,Freightliner,Cascadia,2011,AR-493T63,TRAVECTIO00370VIN,6.47,3.83,0.73,0.15,1697.95,0.592,1.642,98466,564,active,2025-09-11
T0371,1053,1053-371,Peterbilt,579,2024,VA-691X50,TRAVECTIO00371VIN,7.67,3.87,0.61,0.26,2207.53,0.505,1.596,677674,394,active,2025-09-11
T0372,1073,1073-372,Peterbilt,579,2018,MO-578P49,TRAVECTIO00372VIN,7.62,4.06,0.7,0.19,1665.31,0.533,1.59,395454,360,shop,2025-09-11
T0373,1034,1034-373,Freightliner,Cascadia,2012,OH-617O40,TRAVECTIO00373VIN,6.73,3.97,0.62,0.14,2220.9,0.59,1.572,295849,468,active,2025-09-11
T0374,1025,1025-374,International,LT,2016,GA-151J73,TRAVECTIO00374VIN,5.12,4.4,0.71,0.05,2754.54,0.859,1.894,406642,374,standby,2025-09-11
T0375,1053,1053-375,Mack,Anthem,2021,IL-392R11,TRAVECTIO00375VIN,5.99,3.82,0.83,0.13,2812.08,0.638,1.879,258288,350,active,2025-09-11
T0376,1045,1045-376,Volvo,VNL,2013,NJ-370X56,TRAVECTIO00376VIN,6.63,4.17,0.81,0.28,1985.87,0.629,1.918,547860,375,shop,2025-09-11
T0377,1069,1069-377,Kenworth,T680,2011,OH-152S81,TRAVECTIO00377VIN,6.65,3.88,0.67,0.18,2672.26,0.583,1.7,456143,334,active,2025-09-11
T0378,1008,1008-378,Kenworth,T680,2019,AR-175M74,TRAVECTIO00378VIN,5.7,4.11,0.81,0.15,2175.6,0.721,1.899,596498,301,shop,2025-09-11
T0379,1118,1118-379,International,LT,2015,NM-738V88,TRAVECTIO00379VIN,8.17,3.39,0.81,0.14,2373.91,0.415,1.602,500927,495,active,2025-09-11
T0380,1118,1118-380,Peterbilt,579,2012,OH-482Z53,TRAVECTIO00380VIN,5.03,4.18,0.63,0.26,1202.69,0.831,1.841,380186,274,standby,2025-09-11
T0381,1081,1081-381,Kenworth,T680,2023,SC-303T75,TRAVECTIO00381VIN,6.64,4.72,0.62,0.25,1467.33,0.711,1.728,672924,370,shop,2025-09-11
T0382,1064,1064-382,International,LT,2011,GA-139E52,TRAVECTIO00382VIN,5.81,4.73,0.83,0.14,2837.78,0.814,2.068,444116,365,shop,2025-09-11
T0383,1038,1038-383,International,LT,2018,SC-720Q27,TRAVECTIO00383VIN,7.06,4.51,0.62,0.25,2551.77,0.639,1.764,487575,441,active,2025-09-11
T0384,1096,1096-384,International,LT,2016,TN-502T48,TRAVECTIO00384VIN,7.97,3.61,0.69,0.1,2185.67,0.453,1.462,491605,606,standby,2025-09-11
T0385,1080,1080-385,Kenworth,T680,2019,NM-621R72,TRAVECTIO00385VIN,5.33,3.99,0.76,0.17,2456.22,0.749,1.925,294094,400,standby,2025-09-11
T0386,1019,1019-386,Kenworth,T680,2018,NM-117L52,TRAVECTIO00386VIN,6.19,3.23,0.87,0.18,2677.84,0.522,1.84,477488,476,active,2025-09-11
T0387,1112,1112-387,Volvo,VNL,2020,AR-915X98,TRAVECTIO00387VIN,6.98,4.32,0.91,0.2,2081.01,0.619,1.937,473286,265,active,2025-09-11
T0388,1101,1101-388,International,LT,2018,MS-771Z84,TRAVECTIO00388VIN,7.03,3.71,0.65,0.13,1944.69,0.528,1.502,704972,499,standby,2025-09-11
T0389,1115,1115-389,Peterbilt,579,2022,GA-697P31,TRAVECTIO00389VIN,8.34,3.57,0.59,0.15,2228.5,0.428,1.391,339824,491,standby,2025-09-11
T0390,1087,1087-390,Mack,Anthem,2022,IA-893M28,TRAVECTIO00390VIN,6.48,4.37,1.03,0.11,2441.65,0.674,2.058,601107,483,active,2025-09-11
T0391,1070,1070-391,Freightliner,Cascadia,2020,AZ-212G12,TRAVECTIO00391VIN,6.02,4.35,0.72,0.14,2334.46,0.723,1.816,363706,564,shop,2025-09-11
T0392,1051,1051-392,Kenworth,T680,2017,SC-522W36,TRAVECTIO00392VIN,6.8,4.27,0.66,0.23,1883.64,0.628,1.706,288050,342,shop,2025-09-11
T0393,1114,1114-393,International,LT,2023,IA-582X17,TRAVECTIO00393VIN,6.83,4.04,0.8,0.21,2128.36,0.592,1.815,538156,291,active,2025-09-11
T0394,1106,1106-394,International,LT,2014,WI-432V71,TRAVECTIO00394VIN,6.57,4.42,0.59,0.2,2557.86,0.673,1.719,212612,384,standby,2025-09-11
T0395,1003,1003-395,Volvo,VNL,2016,TN-570R53,TRAVECTIO00395VIN,8.32,3.67,0.84,0.1,1866.27,0.441,1.568,374069,433,standby,2025-09-11
T0396,1001,1001-396,Kenworth,T680,2021,NV-988X97,TRAVECTIO00396VIN,6.29,3.92,0.8,0.19,2497.67,0.623,1.863,409305,413,active,2025-09-11
T0397,1048,1048-397,International,LT,2018,TX-352I81,TRAVECTIO00397VIN,6.7,4.16,0.73,0.13,2001.23,0.621,1.681,445799,307,active,2025-09-11
T0398,1096,1096-398,Peterbilt,579,2015,NV-395W36,TRAVECTIO00398VIN,5.91,4.09,0.84,0.16,2285.1,0.692,1.921,498966,429,shop,2025-09-11
T0399,1118,1118-399,Kenworth,T680,2018,PA-673Z45,TRAVECTIO00399VIN,7.16,3.71,0.79,0.18,2259.75,0.518,1.714,199622,394,active,2025-09-11
T0400,1017,1017-400,Freightliner,Cascadia,2020,CO-656M60,TRAVECTIO00400VIN,8.57,3.87,0.79,0.2,1908.77,0.452,1.633,593128,266,active,2025-09-11
T0401,1069,1069-401,Peterbilt,579,2015,GA-394W20,TRAVECTIO00401VIN,7.39,4.21,0.79,0.23,2143.14,0.57,1.804,554677,277,active,2025-09-11
T0402,1050,1050-402,Volvo,VNL,2021,MS-865P37,TRAVECTIO00402VIN,7.46,3.98,0.76,0.17,2229.15,0.534,1.687,593004,372,active,2025-09-11
T0403,1116,1116-403,International,LT,2015,MA-675W44,TRAVECTIO00403VIN,5.9,3.86,0.9,0.21,2271.48,0.654,1.991,347935,603,active,2025-09-11
T0404,1104,1104-404,Freightliner,Cascadia,2020,CA-700H41,TRAVECTIO00404VIN,7.01,4.45,0.81,0.22,2139.31,0.635,1.879,596183,475,active,2025-09-11
T0405,1103,1103-405,Mack,Anthem,2019,LA-753H16,TRAVECTIO00405VIN,7.5,3.89,0.79,0.23,1971.3,0.519,1.736,423273,475,active,2025-09-11
T0406,1053,1053-406,Volvo,VNL,2016,AZ-583D97,TRAVECTIO00406VIN,7.96,3.68,0.73,0.2,1865.23,0.462,1.579,387051,501,active,2025-09-11
T0407,1051,1051-407,Freightliner,Cascadia,2019,MA-261N93,TRAVECTIO00407VIN,7.14,4.01,0.59,0.19,1625.64,0.562,1.505,194088,471,shop,2025-09-11
T0408,1034,1034-408,Volvo,VNL,2021,TX-874J51,TRAVECTIO00408VIN,6.67,5.14,0.73,0.17,3123.17,0.771,1.983,569469,533,active,2025-09-11
T0409,1007,1007-409,Mack,Anthem,2011,MA-887C93,TRAVECTIO00409VIN,5.49,3.37,0.82,0.2,1951.19,0.614,1.829,578372,272,standby,2025-09-11
T0410,1105,1105-410,Peterbilt,579,2019,CA-840B32,TRAVECTIO00410VIN,4.95,4.3,0.51,0.19,1868.72,0.869,1.756,545181,369,shop,2025-09-11
T0411,1096,1096-411,Peterbilt,579,2011,NM-506Z73,TRAVECTIO00411VIN,6.43,3.94,0.59,0.14,2051.77,0.613,1.548,512553,408,active,2025-09-11
T0412,1119,1119-412,Mack,Anthem,2024,MA-396B11,TRAVECTIO00412VIN,6.93,3.65,0.49,0.19,2127.4,0.527,1.42,621462,247,active,2025-09-11
T0413,1119,1119-413,International,LT,2020,NC-443J68,TRAVECTIO00413VIN,6.33,4.12,0.7,0.15,2701.14,0.651,1.771,213729,389,standby,2025-09-11
T0414,1067,1067-414,International,LT,2018,NJ-237Q69,TRAVECTIO00414VIN,8.43,4.1,0.79,0.18,2191.09,0.486,1.675,352438,454,active,2025-09-11
T0415,1091,1091-415,Peterbilt,579,2023,NC-438F68,TRAVECTIO00415VIN,6.98,4.01,0.91,0.21,1809.85,0.574,1.875,383649,470,active,2025-09-11
T0416,1115,1115-416,Mack,Anthem,2013,FL-854K47,TRAVECTIO00416VIN,6.4,3.73,0.54,0.2,1896.12,0.583,1.513,230262,269,standby,2025-09-11
T0417,1104,1104-417,Mack,Anthem,2023,TX-279T91,TRAVECTIO00417VIN,5.14,3.97,0.71,0.13,2139.87,0.772,1.826,309331,421,shop,2025-09-11
T0418,1033,1033-418,Volvo,VNL,2019,VA-188M95,TRAVECTIO00418VIN,6.36,4.11,0.77,0.25,1845.9,0.646,1.851,520339,342,active,2025-09-11
T0419,1053,1053-419,Peterbilt,579,2013,IL-431H10,TRAVECTIO00419VIN,7.01,3.92,0.71,0.17,2203.15,0.559,1.659,475451,290,active,2025-09-11
T0420,1012,1012-420,Volvo,VNL,2014,IN-871I52,TRAVECTIO00420VIN,5.99,3.51,0.6,0.19,1559.89,0.586,1.532,342865,426,active,2025-09-11
T0421,1115,1115-421,International,LT,2022,MN-111I93,TRAVECTIO00421VIN,6.83,3.31,0.85,0.13,2461.99,0.485,1.711,500422,302,active,2025-09-11
T0422,1070,1070-422,Mack,Anthem,2014,GA-783D69,TRAVECTIO00422VIN,6.88,3.56,0.7,0.17,1482.76,0.517,1.535,402278,273,active,2025-09-11
T0423,1033,1033-423,Peterbilt,579,2017,CO-614W49,TRAVECTIO00423VIN,6.48,4.09,0.77,0.15,2182.04,0.631,1.769,590606,274,active,2025-09-11
T0424,1078,1078-424,Mack,Anthem,2015,PA-729H38,TRAVECTIO00424VIN,7.19,4.41,0.73,0.15,2392.36,0.613,1.732,574330,251,active,2025-09-11
T0425,1073,1073-425,Volvo,VNL,2013,IN-865T57,TRAVECTIO00425VIN,6.02,3.86,0.8,0.13,2695.06,0.641,1.841,412763,324,shop,2025-09-11
T0426,1045,1045-426,Mack,Anthem,2019,MA-582Y78,TRAVECTIO00426VIN,6.23,4.34,0.94,0.22,1651.3,0.697,2.022,580903,338,active,2025-09-11
T0427,1011,1011-427,Peterbilt,579,2021,NV-710Z20,TRAVECTIO00427VIN,6.68,3.5,0.81,0.24,1990.14,0.524,1.773,317141,347,standby,2025-09-11
T0428,1078,1078-428,Volvo,VNL,2019,AZ-470C82,TRAVECTIO00428VIN,6.68,3.51,0.66,0.17,2436.54,0.525,1.599,395766,308,active,2025-09-11
T0429,1062,1062-429,Freightliner,Cascadia,2024,WI-617G83,TRAVECTIO00429VIN,6.79,3.92,0.66,0.2,2051.26,0.577,1.642,648434,392,standby,2025-09-11
T0430,1092,1092-430,Peterbilt,579,2013,VA-974Q66,TRAVECTIO00430VIN,7.6,3.51,0.62,0.11,2263.1,0.462,1.418,361275,487,active,2025-09-11
T0431,1062,1062-431,Mack,Anthem,2014,AZ-697P21,TRAVECTIO00431VIN,7.56,4.09,0.73,0.2,1586.92,0.541,1.63,471064,214,standby,2025-09-11
T0432,1104,1104-432,Volvo,VNL,2023,GA-564E75,TRAVECTIO00432VIN,6.09,3.98,0.49,0.17,2414.52,0.654,1.555,467165,456,shop,2025-09-11
T0433,1067,1067-433,Volvo,VNL,2020,GA-672O96,TRAVECTIO00433VIN,7.35,4.2,0.52,0.16,1880.02,0.571,1.439,570195,505,active,2025-09-11
T0434,1067,1067-434,Mack,Anthem,2011,OH-360A37,TRAVECTIO00434VIN,7.37,4.15,0.68,0.17,2351.86,0.563,1.648,650288,295,standby,2025-09-11
T0435,1107,1107-435,Freightliner,Cascadia,2011,MI-452W18,TRAVECTIO00435VIN,8.09,3.89,0.58,0.21,2730.17,0.481,1.544,361587,252,standby,2025-09-11
T0436,1050,1050-436,Freightliner,Cascadia,2012,MA-583B46,TRAVECTIO00436VIN,6.97,4.35,0.57,0.18,1862.02,0.624,1.56,439507,429,shop,2025-09-11
T0437,1012,1012-437,Peterbilt,579,2023,SC-884U92,TRAVECTIO00437VIN,7.56,3.98,0.78,0.16,2942.2,0.526,1.76,256611,356,shop,2025-09-11
T0438,1001,1001-438,Kenworth,T680,2017,IN-990M58,TRAVECTIO00438VIN,6.53,4.34,0.61,0.19,2384.99,0.665,1.703,530583,517,active,2025-09-11
T0439,1089,1089-439,Mack,Anthem,2021,NY-652E93,TRAVECTIO00439VIN,7.51,4.27,0.8,0.24,2224.03,0.569,1.831,290066,348,active,2025-09-11
T0440,1073,1073-440,Freightliner,Cascadia,2013,WI-502Q26,TRAVECTIO00440VIN,6.18,4.13,0.68,0.06,2692.09,0.668,1.677,400533,462,active,2025-09-11
T0441,1084,1084-441,Freightliner,Cascadia,2023,FL-405O96,TRAVECTIO00441VIN,7.23,4.15,0.6,0.21,2088.0,0.574,1.593,349886,576,standby,2025-09-11
T0442,1028,1028-442,Volvo,VNL,2019,OH-943H41,TRAVECTIO00442VIN,7.26,3.8,0.74,0.17,1955.45,0.523,1.629,584020,396,shop,2025-09-11
T0443,1012,1012-443,Kenworth,T680,2013,MS-293X24,TRAVECTIO00443VIN,6.21,4.66,0.84,0.15,2219.72,0.75,1.962,493573,407,active,2025-09-11
T0444,1001,1001-444,Mack,Anthem,2017,IA-884A40,TRAVECTIO00444VIN,5.29,4.71,0.7,0.12,2716.26,0.89,1.982,491707,387,active,2025-09-11
T0445,1044,1044-445,Freightliner,Cascadia,2012,IA-134O86,TRAVECTIO00445VIN,7.08,4.07,0.92,0.21,2402.5,0.575,1.945,324041,502,active,2025-09-11
T0446,1069,1069-446,Peterbilt,579,2022,GA-511O39,TRAVECTIO00446VIN,8.11,5.1,0.78,0.08,1750.6,0.629,1.664,516377,330,standby,2025-09-11
T0447,1050,1050-447,Peterbilt,579,2023,NY-894B27,TRAVECTIO00447VIN,8.34,3.73,0.69,0.08,1524.33,0.447,1.369,540131,194,standby,2025-09-11
T0448,1052,1052-448,Kenworth,T680,2014,NM-849S50,TRAVECTIO00448VIN,6.82,3.27,0.95,0.2,2071.88,0.479,1.836,346380,377,standby,2025-09-11
T0449,1112,1112-449,International,LT,2023,CO-938K40,TRAVECTIO00449VIN,6.81,4.17,0.82,0.04,1653.26,0.612,1.637,374413,336,active,2025-09-11
T0450,1043,1043-450,Peterbilt,579,2021,MO-326N48,TRAVECTIO00450VIN,7.31,4.01,0.63,0.19,1637.77,0.549,1.533,440511,327,active,2025-09-11
T0451,1061,1061-451,Freightliner,Cascadia,2019,MN-852F90,TRAVECTIO00451VIN,6.42,4.24,0.74,0.29,1992.92,0.66,1.889,279158,213,shop,2025-09-11
T0452,1093,1093-452,International,LT,2018,GA-452U95,TRAVECTIO00452VIN,7.43,3.76,0.66,0.17,2072.7,0.506,1.543,641824,452,shop,2025-09-11
T0453,1050,1050-453,International,LT,2016,AZ-526N29,TRAVECTIO00453VIN,7.49,3.5,0.41,0.14,1739.54,0.467,1.191,564804,426,active,2025-09-11
T0454,1073,1073-454,Volvo,VNL,2013,NV-650P40,TRAVECTIO00454VIN,6.62,3.99,0.77,0.22,1924.45,0.603,1.785,256093,406,active,2025-09-11
T0455,1104,1104-455,Kenworth,T680,2024,AZ-247Z69,TRAVECTIO00455VIN,7.55,3.85,1.09,0.17,2480.28,0.51,2.018,497196,313,active,2025-09-11
T0456,1115,1115-456,International,LT,2017,MI-670Q27,TRAVECTIO00456VIN,6.95,4.16,0.63,0.19,2277.94,0.599,1.647,625463,420,shop,2025-09-11
T0457,1016,1016-457,Peterbilt,579,2015,TX-438U20,TRAVECTIO00457VIN,7.57,3.92,0.78,0.13,2499.96,0.518,1.678,488222,290,shop,2025-09-11
T0458,1113,1113-458,Kenworth,T680,2012,WI-841G16,TRAVECTIO00458VIN,6.29,4.07,0.61,0.23,2318.9,0.647,1.719,518640,316,active,2025-09-11
T0459,1055,1055-459,Volvo,VNL,2021,IA-717B19,TRAVECTIO00459VIN,5.57,3.95,0.76,0.16,2021.62,0.709,1.831,209105,345,active,2025-09-11
T0460,1034,1034-460,International,LT,2022,CO-672G71,TRAVECTIO00460VIN,6.56,4.22,0.95,0.08,1920.72,0.643,1.865,607340,359,active,2025-09-11
T0461,1053,1053-461,Kenworth,T680,2015,MA-115G34,TRAVECTIO00461VIN,7.49,4.03,0.7,0.13,2655.82,0.538,1.634,620460,369,active,2025-09-11
T0462,1118,1118-462,Mack,Anthem,2023,IL-348W87,TRAVECTIO00462VIN,6.98,4.43,0.82,0.15,1787.22,0.635,1.784,434139,386,active,2025-09-11
T0463,1055,1055-463,Volvo,VNL,2014,WI-429Y46,TRAVECTIO00463VIN,5.6,3.73,0.86,0.18,2740.43,0.666,1.98,479174,353,shop,2025-09-11
T0464,1043,1043-464,Volvo,VNL,2019,OK-467J43,TRAVECTIO00464VIN,7.89,3.93,0.89,0.14,2292.74,0.498,1.757,637054,242,active,2025-09-11
T0465,1074,1074-465,International,LT,2018,IN-200Z70,TRAVECTIO00465VIN,8.1,3.87,0.52,0.16,2102.92,0.478,1.368,325223,325,active,2025-09-11
T0466,1033,1033-466,Peterbilt,579,2016,VA-523B82,TRAVECTIO00466VIN,6.69,4.34,0.79,0.13,2283.04,0.649,1.797,344309,541,active,2025-09-11
T0467,1008,1008-467,Mack,Anthem,2013,FL-367R84,TRAVECTIO00467VIN,6.21,4.58,0.75,0.23,2102.78,0.738,1.928,602627,370,standby,2025-09-11
T0468,1012,1012-468,Mack,Anthem,2017,AR-256G52,TRAVECTIO00468VIN,6.49,3.98,0.86,0.18,2335.18,0.613,1.887,524266,527,active,2025-09-11
T0469,1012,1012-469,Volvo,VNL,2020,NM-351P80,TRAVECTIO00469VIN,7.11,4.11,0.43,0.2,1592.44,0.578,1.367,438621,333,active,2025-09-11
